Generation,mean_Always Cooperate,ci_low_Always Cooperate,ci_high_Always Cooperate,mean_Always Defect,ci_low_Always Defect,ci_high_Always Defect,mean_Tit for Tat,ci_low_Tit for Tat,ci_high_Tit for Tat,mean_Tit for Two Tats,ci_low_Tit for Two Tats,ci_high_Tit for Two Tats,mean_Suspicious Tit for Tat,ci_low_Suspicious Tit for Tat,ci_high_Suspicious Tit for Tat,mean_Generous Tit for Tat,ci_low_Generous Tit for Tat,ci_high_Generous Tit for Tat,mean_Pavlov,ci_low_Pavlov,ci_high_Pavlov,mean_Grudger,ci_low_Grudger,ci_high_Grudger,mean_Random,ci_low_Random,ci_high_Random,mean_Gradual Tit for Tat,ci_low_Gradual Tit for Tat,ci_high_Gradual Tit for Tat,mean_Nice by Nature,ci_low_Nice by Nature,ci_high_Nice by Nature,mean_Adaptive,ci_low_Adaptive,ci_high_Adaptive,mean_Contrite Tit for Tat,ci_low_Contrite Tit for Tat,ci_high_Contrite Tit for Tat,mean_Probing Tit for Tat,ci_low_Probing Tit for Tat,ci_high_Probing Tit for Tat
65,0.055900,0.016837,0.094963,0.000000,0.000000,0.000000,0.137000,0.065853,0.208147,0.064100,0.015350,0.112850,0.000000,0.000000,0.000000,0.162900,0.089731,0.236069,0.132000,0.066368,0.197632,0.134000,0.065196,0.202804,0.000000,0.000000,0.000000,0.059300,0.013331,0.105269,0.085200,0.037063,0.133337,0.000000,0.000000,0.000000,0.169600,0.104051,0.235149,0.000000,0.000000,0.000000
66,0.076400,0.025016,0.127784,0.000000,0.000000,0.000000,0.146500,0.072836,0.220164,0.074500,0.031405,0.117595,0.000000,0.000000,0.000000,0.135700,0.064457,0.206943,0.158500,0.086790,0.230210,0.099400,0.039970,0.158830,0.000000,0.000000,0.000000,0.048100,0.009277,0.086923,0.101000,0.047057,0.154943,0.000000,0.000000,0.000000,0.159900,0.095035,0.224765,0.000000,0.000000,0.000000
67,0.051200,0.012310,0.090090,0.000000,0.000000,0.000000,0.069500,0.021068,0.117932,0.117400,0.049973,0.184827,0.000000,0.000000,0.000000,0.131100,0.066515,0.195685,0.118400,0.049683,0.187117,0.088600,0.034864,0.142336,0.000000,0.000000,0.000000,0.062600,0.012234,0.112966,0.133800,0.066417,0.201183,0.000000,0.000000,0.000000,0.227400,0.141009,0.313791,0.000000,0.000000,0.000000
68,0.093400,0.037377,0.149423,0.000000,0.000000,0.000000,0.096000,0.039537,0.152463,0.074000,0.025133,0.122867,0.000000,0.000000,0.000000,0.129600,0.065173,0.194027,0.143500,0.075256,0.211744,0.104700,0.052700,0.156700,0.000000,0.000000,0.000000,0.058500,0.014841,0.102159,0.114500,0.053297,0.175703,0.000000,0.000000,0.000000,0.185800,0.114488,0.257112,0.000000,0.000000,0.000000
69,0.064900,0.018647,0.111153,0.000000,0.000000,0.000000,0.127200,0.061988,0.192412,0.084000,0.033171,0.134829,0.000000,0.000000,0.000000,0.160300,0.079821,0.240779,0.136800,0.070857,0.202743,0.115400,0.054794,0.176006,0.000000,0.000000,0.000000,0.061900,0.012776,0.111024,0.126200,0.058775,0.193625,0.000000,0.000000,0.000000,0.123300,0.059300,0.187300,0.000000,0.000000,0.000000
70,0.080600,0.027120,0.134080,0.000000,0.000000,0.000000,0.094900,0.039004,0.150796,0.111100,0.046227,0.175973,0.000000,0.000000,0.000000,0.144800,0.075283,0.214317,0.128500,0.058281,0.198719,0.169100,0.092392,0.245808,0.000000,0.000000,0.000000,0.039500,0.006096,0.072904,0.076600,0.025472,0.127728,0.000000,0.000000,0.000000,0.154900,0.087815,0.221985,0.000000,0.000000,0.000000
71,0.108600,0.046545,0.170655,0.000000,0.000000,0.000000,0.073600,0.028450,0.118750,0.119900,0.056149,0.183651,0.000000,0.000000,0.000000,0.126300,0.057863,0.194737,0.133500,0.064172,0.202828,0.089900,0.034452,0.145348,0.000000,0.000000,0.000000,0.039600,0.009594,0.069606,0.107400,0.046832,0.167968,0.000000,0.000000,0.000000,0.201200,0.124530,0.277870,0.000000,0.000000,0.000000
72,0.066700,0.019593,0.113807,0.000000,0.000000,0.000000,0.113900,0.049727,0.178073,0.054900,0.011620,0.098180,0.000000,0.000000,0.000000,0.119200,0.057818,0.180582,0.169700,0.091772,0.247628,0.134800,0.069004,0.200596,0.000000,0.000000,0.000000,0.056800,0.012815,0.100785,0.088400,0.040192,0.136608,0.000000,0.000000,0.000000,0.195600,0.117884,0.273316,0.000000,0.000000,0.000000
73,0.086000,0.034436,0.137564,0.000000,0.000000,0.000000,0.130300,0.062981,0.197619,0.095700,0.042039,0.149361,0.000000,0.000000,0.000000,0.146500,0.073630,0.219370,0.120200,0.053913,0.186487,0.085300,0.034296,0.136304,0.000000,0.000000,0.000000,0.054900,0.012570,0.097230,0.134700,0.060859,0.208541,0.000000,0.000000,0.000000,0.146400,0.083585,0.209215,0.000000,0.000000,0.000000
74,0.101000,0.038797,0.163203,0.000000,0.000000,0.000000,0.154500,0.082724,0.226276,0.090700,0.030275,0.151125,0.000000,0.000000,0.000000,0.105600,0.053183,0.158017,0.120900,0.057740,0.184060,0.113800,0.056942,0.170658,0.000000,0.000000,0.000000,0.038100,0.002082,0.074118,0.108100,0.052209,0.163991,0.000000,0.000000,0.000000,0.167300,0.098095,0.236505,0.000000,0.000000,0.000000
75,0.070200,0.025142,0.115258,0.000000,0.000000,0.000000,0.107700,0.048034,0.167366,0.087000,0.033877,0.140123,0.000000,0.000000,0.000000,0.114000,0.052824,0.175176,0.112500,0.047319,0.177681,0.166600,0.084484,0.248716,0.000000,0.000000,0.000000,0.043000,0.001938,0.084062,0.115400,0.044892,0.185908,0.000000,0.000000,0.000000,0.183600,0.107578,0.259622,0.000000,0.000000,0.000000
76,0.085800,0.031465,0.140135,0.000000,0.000000,0.000000,0.089600,0.033867,0.145333,0.091500,0.032106,0.150894,0.000000,0.000000,0.000000,0.132800,0.064873,0.200727,0.142200,0.075215,0.209185,0.172600,0.094351,0.250849,0.000000,0.000000,0.000000,0.053500,0.012763,0.094237,0.076500,0.028597,0.124403,0.000000,0.000000,0.000000,0.155500,0.084424,0.226576,0.000000,0.000000,0.000000
77,0.092900,0.035529,0.150271,0.000000,0.000000,0.000000,0.114800,0.055722,0.173878,0.083000,0.029285,0.136715,0.000000,0.000000,0.000000,0.114400,0.055885,0.172915,0.127700,0.062192,0.193208,0.089800,0.039733,0.139867,0.000000,0.000000,0.000000,0.054600,0.012920,0.096280,0.105100,0.045319,0.164881,0.000000,0.000000,0.000000,0.217700,0.137766,0.297634,0.000000,0.000000,0.000000
78,0.085200,0.030679,0.139721,0.000000,0.000000,0.000000,0.147900,0.073893,0.221907,0.087300,0.024192,0.150408,0.000000,0.000000,0.000000,0.124200,0.064930,0.183470,0.132400,0.065280,0.199520,0.128400,0.058680,0.198120,0.000000,0.000000,0.000000,0.042900,0.005200,0.080600,0.092300,0.030405,0.154195,0.000000,0.000000,0.000000,0.159400,0.090772,0.228028,0.000000,0.000000,0.000000
79,0.070500,0.023655,0.117345,0.000000,0.000000,0.000000,0.125600,0.057955,0.193245,0.069200,0.020931,0.117469,0.000000,0.000000,0.000000,0.140600,0.073345,0.207855,0.134400,0.065082,0.203718,0.122200,0.054859,0.189541,0.000000,0.000000,0.000000,0.044100,0.003197,0.085003,0.085600,0.031633,0.139567,0.000000,0.000000,0.000000,0.207800,0.130485,0.285115,0.000000,0.000000,0.000000
80,0.070400,0.023919,0.116881,0.000000,0.000000,0.000000,0.122100,0.058203,0.185997,0.098900,0.038375,0.159425,0.000000,0.000000,0.000000,0.092000,0.038552,0.145448,0.116700,0.052970,0.180430,0.130500,0.064566,0.196434,0.000000,0.000000,0.000000,0.067600,0.017675,0.117525,0.105700,0.045668,0.165732,0.000000,0.000000,0.000000,0.196100,0.114863,0.277337,0.000000,0.000000,0.000000
81,0.084500,0.027984,0.141016,0.000000,0.000000,0.000000,0.092900,0.036904,0.148896,0.070300,0.015864,0.124736,0.000000,0.000000,0.000000,0.145000,0.078820,0.211180,0.113500,0.054965,0.172035,0.154800,0.077835,0.231765,0.000000,0.000000,0.000000,0.044100,0.006806,0.081394,0.107500,0.037315,0.177685,0.000000,0.000000,0.000000,0.187400,0.109126,0.265674,0.000000,0.000000,0.000000
82,0.062800,0.020350,0.105250,0.000000,0.000000,0.000000,0.156000,0.075338,0.236662,0.092100,0.037584,0.146616,0.000000,0.000000,0.000000,0.173300,0.090409,0.256191,0.107900,0.049619,0.166181,0.121600,0.059536,0.183664,0.000000,0.000000,0.000000,0.082200,0.024632,0.139768,0.079600,0.029485,0.129715,0.000000,0.000000,0.000000,0.124500,0.071202,0.177798,0.000000,0.000000,0.000000
83,0.068500,0.023640,0.113360,0.000000,0.000000,0.000000,0.138400,0.069449,0.207351,0.080700,0.022369,0.139031,0.000000,0.000000,0.000000,0.131300,0.067191,0.195409,0.138800,0.070394,0.207206,0.126700,0.065059,0.188341,0.000000,0.000000,0.000000,0.060900,0.011987,0.109813,0.086100,0.030609,0.141591,0.000000,0.000000,0.000000,0.168600,0.095053,0.242147,0.000000,0.000000,0.000000
84,0.057600,0.012160,0.103040,0.000000,0.000000,0.000000,0.124600,0.052892,0.196308,0.089500,0.035482,0.143518,0.000000,0.000000,0.000000,0.102100,0.050874,0.153326,0.134100,0.063943,0.204257,0.170300,0.092399,0.248201,0.000000,0.000000,0.000000,0.072900,0.017907,0.127893,0.071700,0.021230,0.122170,0.000000,0.000000,0.000000,0.177200,0.100475,0.253925,0.000000,0.000000,0.000000
85,0.088500,0.027607,0.149393,0.000000,0.000000,0.000000,0.119200,0.050596,0.187804,0.084400,0.027635,0.141165,0.000000,0.000000,0.000000,0.118900,0.056242,0.181558,0.120400,0.053518,0.187282,0.175300,0.091046,0.259554,0.000000,0.000000,0.000000,0.039500,0.006106,0.072894,0.095100,0.034178,0.156022,0.000000,0.000000,0.000000,0.158700,0.088528,0.228872,0.000000,0.000000,0.000000
86,0.077000,0.026329,0.127671,0.000000,0.000000,0.000000,0.135800,0.072786,0.198814,0.109800,0.044140,0.175460,0.000000,0.000000,0.000000,0.154100,0.080008,0.228192,0.125800,0.054448,0.197152,0.128200,0.065003,0.191397,0.000000,0.000000,0.000000,0.052300,0.005248,0.099352,0.073200,0.026956,0.119444,0.000000,0.000000,0.000000,0.143800,0.085452,0.202148,0.000000,0.000000,0.000000
87,0.038800,0.006312,0.071288,0.000000,0.000000,0.000000,0.120600,0.052116,0.189084,0.114500,0.047669,0.181331,0.000000,0.000000,0.000000,0.161300,0.084704,0.237896,0.146200,0.068673,0.223727,0.124600,0.063553,0.185647,0.000000,0.000000,0.000000,0.048700,0.007676,0.089724,0.066700,0.015817,0.117583,0.000000,0.000000,0.000000,0.178600,0.108385,0.248815,0.000000,0.000000,0.000000
88,0.046000,0.012860,0.079140,0.000000,0.000000,0.000000,0.122800,0.064211,0.181389,0.128500,0.052453,0.204547,0.000000,0.000000,0.000000,0.128100,0.064917,0.191283,0.087000,0.037323,0.136677,0.151700,0.071584,0.231816,0.000000,0.000000,0.000000,0.069300,0.016732,0.121868,0.091600,0.028832,0.154368,0.000000,0.000000,0.000000,0.175000,0.094503,0.255497,0.000000,0.000000,0.000000
89,0.065700,0.014900,0.116500,0.000000,0.000000,0.000000,0.108000,0.044871,0.171129,0.090300,0.033277,0.147323,0.000000,0.000000,0.000000,0.139500,0.064788,0.214212,0.129400,0.059982,0.198818,0.113500,0.051140,0.175860,0.000000,0.000000,0.000000,0.084000,0.021686,0.146314,0.094800,0.035545,0.154055,0.000000,0.000000,0.000000,0.174800,0.100594,0.249006,0.000000,0.000000,0.000000
90,0.074300,0.027828,0.120772,0.000000,0.000000,0.000000,0.129600,0.063974,0.195226,0.086200,0.033289,0.139111,0.000000,0.000000,0.000000,0.171900,0.088858,0.254942,0.134400,0.063287,0.205513,0.124800,0.065060,0.184540,0.000000,0.000000,0.000000,0.038500,0.005782,0.071218,0.095200,0.032201,0.158199,0.000000,0.000000,0.000000,0.145100,0.085822,0.204378,0.000000,0.000000,0.000000
91,0.051100,0.011970,0.090230,0.000000,0.000000,0.000000,0.140300,0.063796,0.216804,0.088400,0.028680,0.148120,0.000000,0.000000,0.000000,0.112900,0.048539,0.177261,0.119500,0.059136,0.179864,0.130100,0.059315,0.200885,0.000000,0.000000,0.000000,0.068800,0.016120,0.121480,0.079300,0.027085,0.131515,0.000000,0.000000,0.000000,0.209600,0.122690,0.296510,0.000000,0.000000,0.000000
92,0.074500,0.021021,0.127979,0.000000,0.000000,0.000000,0.173100,0.091562,0.254638,0.094500,0.034997,0.154003,0.000000,0.000000,0.000000,0.131500,0.062995,0.200005,0.084300,0.034410,0.134190,0.128000,0.064202,0.191798,0.000000,0.000000,0.000000,0.051900,0.010917,0.092883,0.103100,0.035173,0.171027,0.000000,0.000000,0.000000,0.159100,0.086039,0.232161,0.000000,0.000000,0.000000
93,0.065100,0.022186,0.108014,0.000000,0.000000,0.000000,0.125500,0.060172,0.190828,0.096800,0.041194,0.152406,0.000000,0.000000,0.000000,0.130600,0.061003,0.200197,0.152300,0.078658,0.225942,0.084700,0.041621,0.127779,0.000000,0.000000,0.000000,0.057700,0.007357,0.108043,0.103500,0.043041,0.163959,0.000000,0.000000,0.000000,0.183800,0.107743,0.259857,0.000000,0.000000,0.000000
94,0.083100,0.025638,0.140562,0.000000,0.000000,0.000000,0.089000,0.033343,0.144657,0.064800,0.007017,0.122583,0.000000,0.000000,0.000000,0.189400,0.104410,0.274390,0.123600,0.057906,0.189294,0.137000,0.068035,0.205965,0.000000,0.000000,0.000000,0.049300,0.013886,0.084714,0.108100,0.037070,0.179130,0.000000,0.000000,0.000000,0.155700,0.085068,0.226332,0.000000,0.000000,0.000000
95,0.047600,0.010254,0.084946,0.000000,0.000000,0.000000,0.136600,0.068641,0.204559,0.080200,0.028394,0.132006,0.000000,0.000000,0.000000,0.141900,0.071886,0.211914,0.126800,0.065677,0.187923,0.087000,0.040668,0.133332,0.000000,0.000000,0.000000,0.079800,0.018028,0.141572,0.117600,0.045529,0.189671,0.000000,0.000000,0.000000,0.182500,0.106605,0.258395,0.000000,0.000000,0.000000
96,0.076000,0.020849,0.131151,0.000000,0.000000,0.000000,0.108100,0.045772,0.170428,0.081900,0.029156,0.134644,0.000000,0.000000,0.000000,0.139300,0.070549,0.208051,0.143900,0.067853,0.219947,0.147300,0.077059,0.217541,0.000000,0.000000,0.000000,0.037000,0.007313,0.066687,0.104700,0.040027,0.169373,0.000000,0.000000,0.000000,0.161800,0.087702,0.235898,0.000000,0.000000,0.000000
97,0.087200,0.033279,0.141121,0.000000,0.000000,0.000000,0.138500,0.063359,0.213641,0.071400,0.022101,0.120699,0.000000,0.000000,0.000000,0.128100,0.059060,0.197140,0.134900,0.068363,0.201437,0.077800,0.035885,0.119715,0.000000,0.000000,0.000000,0.078200,0.019364,0.137036,0.117600,0.051085,0.184115,0.000000,0.000000,0.000000,0.166300,0.097023,0.235577,0.000000,0.000000,0.000000
98,0.081300,0.020419,0.142181,0.000000,0.000000,0.000000,0.143000,0.066859,0.219141,0.076500,0.018965,0.134035,0.000000,0.000000,0.000000,0.140600,0.067548,0.213652,0.067900,0.022764,0.113036,0.135000,0.069017,0.200983,0.000000,0.000000,0.000000,0.062400,0.010886,0.113914,0.107100,0.039364,0.174836,0.000000,0.000000,0.000000,0.186200,0.102177,0.270223,0.000000,0.000000,0.000000
99,0.077300,0.023391,0.131209,0.000000,0.000000,0.000000,0.092900,0.043677,0.142123,0.083000,0.032164,0.133836,0.000000,0.000000,0.000000,0.176400,0.096856,0.255944,0.134000,0.067824,0.200176,0.156800,0.080842,0.232758,0.000000,0.000000,0.000000,0.068200,0.018917,0.117483,0.085900,0.028377,0.143423,0.000000,0.000000,0.000000,0.125500,0.066968,0.184032,0.000000,0.000000,0.000000
